,points,province,variety,price
107230,2,New York,Chardonnay,13
107232,1,California,Sauvignon Blanc,20
107234,1,California,Chardonnay,12
107235,3,Oregon,Pinot Noir,32
107237,3,California,Sauvignon Blanc,32
107238,4,California,Pinot Noir,55
107242,2,Washington,Cabernet Sauvignon,34
107243,3,Southwest France,Red Blend,25
107248,2,Oregon,Pinot Noir,17
107256,1,Languedoc-Roussillon,Cabernet Sauvignon,6
107259,3,Loire Valley,Sauvignon Blanc,23
107261,2,California,Pinot Noir,60
107265,1,Bío Bío Valley,Sauvignon Blanc,12
107266,3,Niederösterreich,Pinot Noir,36
107268,3,California,Pinot Noir,45
107272,2,Mendoza Province,Chardonnay,12
107274,3,Washington,Cabernet Sauvignon,38
107275,2,Judean Hills,Chardonnay,22
107277,4,California,Pinot Noir,48
107284,3,California,Cabernet Sauvignon,35
107290,2,Washington,Sauvignon Blanc,10
107291,2,Oregon,Pinot Noir,20
107295,2,California,Cabernet Sauvignon,20
107298,2,California,Pinot Noir,36
107306,3,Central Spain,Cabernet Sauvignon,45
107308,2,Tuscany,Red Blend,16
107309,2,Curicó Valley,Cabernet Sauvignon,15
107315,4,California,Cabernet Sauvignon,125
107316,2,Oregon,Pinot Noir,45
107320,3,California,Chardonnay,20
107322,3,California,Cabernet Sauvignon,15
107323,2,Simonsberg-Paarl,Sauvignon Blanc,15
107328,1,Burgenland,Chardonnay,35
107333,1,California,Pinot Noir,48
107338,4,Burgundy,Pinot Noir,65
107342,3,Stellenbosch,Chardonnay,30
107343,4,California,Cabernet Sauvignon,75
107351,2,Victoria,Pinot Noir,19
107352,3,Catalonia,Cabernet Sauvignon,50
107353,2,California,Chardonnay,40
107355,1,Washington,Cabernet Sauvignon,15
107356,3,Veneto,Red Blend,37
107359,2,Mendoza Province,Cabernet Sauvignon,10
107364,3,California,Cabernet Sauvignon,65
107368,4,California,Cabernet Sauvignon,50
107369,2,California,Red Blend,19
107370,2,Robertson,Sauvignon Blanc,9
107372,3,Niederösterreich,Red Blend,11
107374,3,New South Wales,Chardonnay,30
107375,4,California,Pinot Noir,75
107377,3,Sicily & Sardinia,Red Blend,24
107378,4,Burgundy,Pinot Noir,145
107379,3,Maipo Valley,Red Blend,60
107384,2,Simonsberg-Stellenbosch,Chardonnay,19
107386,2,California,Cabernet Sauvignon,38
107387,3,California,Chardonnay,25
107388,3,Oregon,Chardonnay,26
107394,3,Tuscany,Red Blend,35
107395,3,Veneto,Red Blend,67
107400,3,Veneto,Red Blend,82
107401,3,Tuscany,Red Blend,25
107405,3,California,Pinot Noir,56
107417,4,Burgundy,Pinot Noir,93
107418,2,California,Red Blend,30
107420,3,Central Valley,Sauvignon Blanc,13
107423,3,California,Red Blend,64
107429,5,Burgundy,Pinot Noir,134
107431,4,California,Cabernet Sauvignon,110
107435,3,California,Red Blend,35
107439,4,California,Pinot Noir,45
107445,3,Washington,Red Blend,27
107457,3,Marlborough,Sauvignon Blanc,15
107459,2,California,Pinot Noir,45
107467,4,California,Pinot Noir,54
107469,2,Robertson,Pinot Noir,10
107473,2,California,Sauvignon Blanc,39
107474,2,Washington,Cabernet Sauvignon,16
107477,2,California,Cabernet Sauvignon,75
107479,2,California,Chardonnay,36
107486,3,Oregon,Pinot Noir,50
107487,3,Burgundy,Chardonnay,80
107488,2,Burgundy,Pinot Noir,32
107490,2,Casablanca Valley,Sauvignon Blanc,16
107491,1,Neusiedlersee,Red Blend,34
107492,3,Galilee,Red Blend,150
107503,4,California,Cabernet Sauvignon,55
107507,2,Mendoza Province,Chardonnay,19
107509,1,California,Chardonnay,11
107510,3,Burgundy,Pinot Noir,42
107512,3,Central Otago,Chardonnay,22
107515,3,California,Chardonnay,25
107516,1,California,Chardonnay,18
107518,3,Champagne,Chardonnay,60
107519,2,Leyda Valley,Chardonnay,18
107520,3,California,Sauvignon Blanc,16
107525,3,California,Cabernet Sauvignon,75
107526,3,Colchagua Valley,Cabernet Sauvignon,20
107531,2,Washington,Sauvignon Blanc,15
107534,3,Mendoza Province,Red Blend,80
107536,2,California,Pinot Noir,17
107538,3,Washington,Red Blend,40
107541,3,California,Cabernet Sauvignon,50
107549,3,California,Pinot Noir,36
107551,3,Lombardy,Chardonnay,50
107555,4,Loire Valley,Sauvignon Blanc,23
107556,1,Lontué Valley,Sauvignon Blanc,8
107558,3,Mendoza Province,Chardonnay,35
107563,3,South Australia,Cabernet Sauvignon,20
107564,2,Marlborough,Chardonnay,29
107572,3,California,Pinot Noir,20
107574,3,California,Pinot Noir,38
107578,2,Oregon,Pinot Noir,24
107580,3,California,Sauvignon Blanc,25
107582,3,Peloponnese,Cabernet Sauvignon,20
107583,3,California,Red Blend,13
107584,2,Leyda Valley,Sauvignon Blanc,12
107589,2,California,Chardonnay,12
107591,3,California,Pinot Noir,24
107592,3,Sicily & Sardinia,Red Blend,70
107593,4,California,Chardonnay,60
107594,3,California,Pinot Noir,72
107597,2,California,Chardonnay,30
107598,2,New York,Chardonnay,19
107599,4,Oregon,Pinot Noir,75
107600,2,Australia Other,Cabernet Sauvignon,9
107605,3,California,Pinot Noir,50
107609,3,Marlborough,Sauvignon Blanc,15
107610,3,California,Sauvignon Blanc,16
107612,2,California,Chardonnay,15
107614,2,California,Pinot Noir,27
107616,2,Washington,Red Blend,15
107618,2,California,Chardonnay,24
107619,2,California,Sauvignon Blanc,25
107622,3,Mendoza Province,Cabernet Sauvignon,45
107623,3,Marlborough,Sauvignon Blanc,18
107633,4,Tuscany,Red Blend,70
107634,2,California,Sauvignon Blanc,8
107637,4,California,Pinot Noir,52
107639,2,California,Red Blend,32
107641,3,Washington,Cabernet Sauvignon,41
107644,3,California,Pinot Noir,35
107646,3,California,Sauvignon Blanc,16
107647,2,Epanomi,Chardonnay,60
107649,3,California,Cabernet Sauvignon,38
107651,4,Levante,Red Blend,140
107653,4,California,Pinot Noir,60
107655,2,California,Chardonnay,30
107656,2,Burgundy,Chardonnay,47
107659,2,Western Australia,Red Blend,26
107661,3,California,Chardonnay,30
107668,3,Tuscany,Cabernet Sauvignon,45
107675,2,Catalonia,Red Blend,15
107676,2,Mendoza Province,Chardonnay,8
107677,3,Washington,Red Blend,18
107678,1,Mendoza Province,Pinot Noir,16
107682,2,California,Pinot Noir,44
107687,2,Mendoza Province,Chardonnay,10
107688,3,Burgundy,Chardonnay,30
107689,1,California,Cabernet Sauvignon,10
107690,2,Rapel Valley,Cabernet Sauvignon,20
107691,1,California,Cabernet Sauvignon,11
107694,2,Marlborough,Sauvignon Blanc,19
107696,2,Burgundy,Chardonnay,50
107698,2,California,Red Blend,48
107700,2,Oregon,Pinot Noir,20
107701,2,Australia Other,Pinot Noir,9
107704,3,Maipo Valley,Chardonnay,15
107706,5,California,Pinot Noir,85
107707,2,Washington,Cabernet Sauvignon,24
107708,2,California,Cabernet Sauvignon,95
107711,3,California,Chardonnay,13
107716,3,Washington,Cabernet Sauvignon,40
107717,4,California,Cabernet Sauvignon,50
107718,2,South Australia,Chardonnay,17
107723,2,California,Red Blend,25
107726,3,Washington,Red Blend,42
107727,2,Washington,Cabernet Sauvignon,25
107729,2,Washington,Red Blend,20
107732,4,California,Cabernet Sauvignon,150
107736,3,California,Sauvignon Blanc,18
107745,3,Burgundy,Chardonnay,60
107746,3,California,Pinot Noir,54
107747,3,Washington,Chardonnay,12
107748,2,Marlborough,Sauvignon Blanc,12
107749,3,California,Pinot Noir,40
107750,2,California,Sauvignon Blanc,20
107751,4,California,Pinot Noir,45
107752,3,Cachapoal Valley,Cabernet Sauvignon,17
107754,1,California,Chardonnay,22
107755,3,Burgundy,Chardonnay,19
107757,2,Tasmania,Pinot Noir,28
107758,1,California,Cabernet Sauvignon,18
107760,3,California,Pinot Noir,34
107767,2,Other,Cabernet Sauvignon,13
107769,4,Tuscany,Red Blend,74
107771,3,California,Chardonnay,45
107773,3,Oregon,Pinot Noir,50
107774,2,Robertson,Chardonnay,28
107783,2,California,Pinot Noir,55
107789,2,California,Chardonnay,18
107792,3,California,Pinot Noir,25
107793,3,California,Pinot Noir,42
107796,3,Burgundy,Chardonnay,26
107797,4,Washington,Cabernet Sauvignon,45
107798,3,California,Cabernet Sauvignon,90
107807,3,Washington,Red Blend,24
107808,4,California,Cabernet Sauvignon,60
107810,1,California,Red Blend,39
107812,2,California,Chardonnay,27
107813,4,California,Cabernet Sauvignon,75
107815,1,California,Cabernet Sauvignon,25
107816,3,Martinborough,Pinot Noir,20
107817,3,Oregon,Pinot Noir,45
107819,3,California,Chardonnay,17
107823,5,Tuscany,Red Blend,325
107824,2,California,Red Blend,17
107829,2,Tuscany,Red Blend,16
107832,3,Burgundy,Chardonnay,75
107834,3,Burgundy,Chardonnay,34
107835,2,Oregon,Pinot Noir,35
107837,3,Burgundy,Pinot Noir,50
107838,2,Oregon,Pinot Noir,20
107839,3,Oregon,Pinot Noir,50
107844,4,California,Pinot Noir,70
107854,2,California,Cabernet Sauvignon,38
107856,1,New York,Chardonnay,14
107864,3,California,Pinot Noir,40
107869,2,California,Chardonnay,55
107877,2,California,Cabernet Sauvignon,60
107878,3,California,Cabernet Sauvignon,14
107881,4,California,Chardonnay,60
107882,3,California,Pinot Noir,28
107885,4,California,Cabernet Sauvignon,80
107893,1,California,Cabernet Sauvignon,20
107896,2,California,Red Blend,18
107902,2,California,Red Blend,13
107905,3,Marlborough,Pinot Noir,29
107906,3,California,Pinot Noir,45
107909,4,Central Italy,Red Blend,45
107914,5,Burgundy,Pinot Noir,281
107918,4,Washington,Cabernet Sauvignon,55
107928,2,California,Cabernet Sauvignon,60
107934,3,California,Pinot Noir,45
107937,3,South Australia,Cabernet Sauvignon,20
107938,3,Maipo Valley,Cabernet Sauvignon,72
107939,4,Central Otago,Pinot Noir,80
107943,3,Washington,Red Blend,24
107944,2,California,Chardonnay,30
107950,3,California,Pinot Noir,40
107951,1,California,Pinot Noir,13
107952,3,California,Pinot Noir,50
107956,4,California,Cabernet Sauvignon,150
107957,4,California,Chardonnay,35
107958,2,California,Chardonnay,50
107959,3,California,Cabernet Sauvignon,35
107960,3,California,Chardonnay,50
107961,3,Washington,Red Blend,50
107962,4,Tuscany,Cabernet Sauvignon,83
107966,2,Australia Other,Chardonnay,6
107968,4,California,Pinot Noir,55
107970,2,Maule Valley,Pinot Noir,12
107973,3,Oregon,Pinot Noir,28
107975,4,California,Pinot Noir,55
107976,3,Rhône Valley,Red Blend,30
107977,2,California,Pinot Noir,38
107979,2,Washington,Cabernet Sauvignon,10
107984,3,California,Pinot Noir,60
107988,4,California,Chardonnay,70
107993,2,California,Cabernet Sauvignon,40
107994,4,Burgundy,Chardonnay,62
107996,4,California,Pinot Noir,48
107999,3,Loire Valley,Sauvignon Blanc,20
108002,3,Galil,Cabernet Sauvignon,42
108003,4,Oregon,Chardonnay,30
108004,1,California,Cabernet Sauvignon,12
108005,4,California,Cabernet Sauvignon,125
108007,2,Casablanca Valley,Chardonnay,12
108011,3,Champagne,Chardonnay,85
108012,2,California,Pinot Noir,48
108015,2,California,Sauvignon Blanc,15
108016,3,California,Pinot Noir,70
108018,3,Catalonia,Red Blend,45
108019,3,Oregon,Pinot Noir,38
108021,4,California,Pinot Noir,65
108023,3,California,Cabernet Sauvignon,75
108024,3,Loire Valley,Sauvignon Blanc,30
108025,1,Washington,Cabernet Sauvignon,15
108032,4,Oregon,Pinot Noir,60
108036,3,Casablanca Valley,Pinot Noir,32
108043,2,Loire Valley,Sauvignon Blanc,22
108044,2,California,Chardonnay,19
108051,3,Walker Bay,Sauvignon Blanc,19
108053,3,Washington,Chardonnay,35
108055,2,Western Australia,Sauvignon Blanc,17
108056,4,California,Cabernet Sauvignon,50
108059,3,California,Pinot Noir,59
108060,3,Colchagua Valley,Pinot Noir,15
108061,3,California,Chardonnay,25
108062,4,California,Sauvignon Blanc,26
108063,4,Washington,Chardonnay,40
108065,1,Central Spain,Red Blend,17
108067,1,California,Red Blend,14
108071,1,Other,Sauvignon Blanc,15
108073,3,California,Cabernet Sauvignon,43
108075,2,Mendoza Province,Cabernet Sauvignon,12
108077,3,Tuscany,Red Blend,35
108078,2,Central Valley,Red Blend,18
108079,4,California,Cabernet Sauvignon,65
108081,3,California,Chardonnay,42
108083,1,Limarí Valley,Pinot Noir,19
108087,4,Oregon,Pinot Noir,105
108091,1,California,Red Blend,9
108092,3,Burgundy,Chardonnay,33
108093,2,California,Red Blend,36
108094,1,California,Chardonnay,40
108096,2,Oregon,Pinot Noir,55
108099,2,California,Pinot Noir,40
108100,3,Veneto,Red Blend,21
108103,2,Casablanca Valley,Chardonnay,11
108104,4,Washington,Chardonnay,35
108106,2,California,Pinot Noir,40
108112,2,Curicó Valley,Cabernet Sauvignon,11
108113,4,Tuscany,Red Blend,52
108114,5,California,Chardonnay,60
108116,1,France Other,Chardonnay,10
108117,2,California,Pinot Noir,40
108120,4,California,Cabernet Sauvignon,55
108121,4,California,Pinot Noir,50
108124,3,South Australia,Cabernet Sauvignon,20
108126,2,Casablanca Valley,Chardonnay,12
108127,4,California,Pinot Noir,48
108128,2,California,Chardonnay,35
108131,4,California,Cabernet Sauvignon,25
108136,3,Tuscany,Red Blend,40
108142,2,Burgundy,Chardonnay,18
108143,2,Other,Red Blend,47
108147,2,Idaho,Red Blend,11
108149,3,Loire Valley,Sauvignon Blanc,26
108153,3,Burgundy,Pinot Noir,28
108154,2,California,Chardonnay,10
108157,4,California,Red Blend,75
108159,4,California,Sauvignon Blanc,42
108160,2,Washington,Chardonnay,13
108162,4,Tuscany,Red Blend,60
108163,5,Burgundy,Pinot Noir,240
108164,3,Limarí Valley,Chardonnay,20
108175,3,California,Pinot Noir,25
108176,3,California,Chardonnay,25
108179,3,California,Chardonnay,47
108181,1,Mendoza Province,Red Blend,7
108183,3,California,Cabernet Sauvignon,52
108184,4,California,Pinot Noir,82
108185,3,Maipo Valley,Cabernet Sauvignon,40
108201,4,Washington,Chardonnay,40
108202,3,California,Pinot Noir,38
108204,3,Southern Italy,Red Blend,20
108205,1,California,Red Blend,16
108206,2,Mendoza Province,Cabernet Sauvignon,13
108210,1,California,Pinot Noir,36
108211,3,California,Chardonnay,38
108212,1,Coastal Region,Cabernet Sauvignon,15
108213,3,Marlborough,Sauvignon Blanc,18
108216,3,California,Chardonnay,23
108217,2,California,Pinot Noir,24
108220,4,California,Pinot Noir,32
108222,3,Loire Valley,Sauvignon Blanc,27
108224,4,California,Red Blend,40
108228,3,California,Chardonnay,20
108230,1,Mendoza Province,Cabernet Sauvignon,15
108232,2,California,Pinot Noir,17
108234,3,California,Chardonnay,35
108238,2,California,Red Blend,40
108242,2,California,Chardonnay,38
108246,1,California,Cabernet Sauvignon,50
108249,2,California,Red Blend,15
108255,2,California,Chardonnay,18
108256,4,California,Chardonnay,30
108261,2,California,Sauvignon Blanc,10
108263,4,Oregon,Pinot Noir,37
108266,3,Washington,Cabernet Sauvignon,49
108269,2,Victoria,Chardonnay,9
108270,2,Maipo Valley,Cabernet Sauvignon,11
108273,2,California,Cabernet Sauvignon,28
108277,2,Mendoza Province,Cabernet Sauvignon,15
108278,3,Oregon,Pinot Noir,40
108279,3,California,Chardonnay,30
108286,2,California,Cabernet Sauvignon,65
108287,1,California,Sauvignon Blanc,15
108289,3,Tuscany,Red Blend,25
108290,2,California,Chardonnay,10
108293,1,New York,Cabernet Sauvignon,19
108299,2,California,Chardonnay,20
108300,2,Curicó Valley,Cabernet Sauvignon,10
108302,2,Marlborough,Sauvignon Blanc,25
108303,3,Burgundy,Chardonnay,68
108304,2,California,Pinot Noir,14
108305,3,California,Chardonnay,27
108307,3,Oregon,Pinot Noir,35
108309,3,Burgundy,Chardonnay,35
108310,3,Burgundy,Chardonnay,27
108312,1,Casablanca Valley,Chardonnay,11
108316,2,Central Valley,Sauvignon Blanc,11
108317,3,California,Pinot Noir,24
108318,4,California,Cabernet Sauvignon,85
108320,3,Washington,Cabernet Sauvignon,32
108322,2,California,Chardonnay,32
108324,3,Oregon,Sauvignon Blanc,20
108325,2,Galil,Cabernet Sauvignon,45
108326,1,California,Cabernet Sauvignon,35
108327,1,California,Pinot Noir,10
108328,2,California,Red Blend,13
108330,3,Sicily & Sardinia,Red Blend,40
108332,2,California,Red Blend,25
108333,2,California,Cabernet Sauvignon,13
108334,3,California,Chardonnay,27
108339,2,California,Chardonnay,17
108343,4,California,Cabernet Sauvignon,70
108344,3,California,Chardonnay,38
108347,3,California,Pinot Noir,60
108357,2,Washington,Red Blend,22
108358,3,California,Pinot Noir,42
108359,2,Casablanca Valley,Chardonnay,11
108363,3,Washington,Cabernet Sauvignon,17
108366,1,California,Cabernet Sauvignon,32
108370,4,South Australia,Red Blend,75
108371,4,California,Cabernet Sauvignon,120
108372,3,California,Chardonnay,23
108374,3,California,Pinot Noir,36
108377,1,Central Italy,Red Blend,28
108387,3,California,Chardonnay,40
108388,3,California,Sauvignon Blanc,26
108390,4,Washington,Red Blend,35
108396,1,New Jersey,Cabernet Sauvignon,18
108403,2,Southwest France,Red Blend,9
108405,2,California,Cabernet Sauvignon,86
108406,2,Sicily & Sardinia,Red Blend,10
108409,3,Mendoza Province,Chardonnay,10
108410,3,California,Chardonnay,50
108411,3,Burgundy,Chardonnay,19
108412,2,Maipo Valley,Cabernet Sauvignon,20
108416,2,California,Chardonnay,14
108418,4,Tuscany,Red Blend,33
108420,2,Colchagua Valley,Cabernet Sauvignon,11
108423,2,Colchagua Valley,Cabernet Sauvignon,14
108427,2,California,Red Blend,28
108435,4,California,Cabernet Sauvignon,75
108437,2,Moldova,Cabernet Sauvignon,16
108440,2,California,Cabernet Sauvignon,30
108441,3,California,Red Blend,20
108447,2,Levante,Red Blend,13
108448,3,Marlborough,Pinot Noir,15
108450,3,California,Sauvignon Blanc,20
108452,2,California,Pinot Noir,28
108453,2,Judean Hills,Red Blend,30
108455,4,Northeastern Italy,Chardonnay,90
108457,1,California,Chardonnay,19
108459,2,California,Red Blend,30
108461,2,Burgundy,Pinot Noir,30
108464,3,California,Red Blend,40
108466,2,Casablanca Valley,Chardonnay,12
108467,3,California,Cabernet Sauvignon,14
108468,3,Central Otago,Pinot Noir,22
108473,3,California,Cabernet Sauvignon,36
108484,1,Catalonia,Pinot Noir,40
108485,2,California,Red Blend,24
108497,2,Burgenland,Pinot Noir,29
108499,5,California,Cabernet Sauvignon,50
108500,2,Central Italy,Red Blend,22
108506,2,California,Sauvignon Blanc,22
108509,2,Western Australia,Chardonnay,65
108511,3,California,Chardonnay,18
108513,4,California,Chardonnay,38
108515,2,California,Chardonnay,18
108524,3,Tuscany,Red Blend,45
108533,3,Central Otago,Pinot Noir,40
108534,2,Australia Other,Cabernet Sauvignon,18
108538,3,Oregon,Pinot Noir,50
108541,1,Veneto,Red Blend,20
108543,1,California,Cabernet Sauvignon,30
108544,2,Casablanca Valley,Sauvignon Blanc,16
108545,2,Washington,Red Blend,14
108546,1,California,Chardonnay,20
108547,3,Spanish Islands,Red Blend,27
108550,3,Burgundy,Pinot Noir,52
108551,2,California,Pinot Noir,25
108555,3,Oregon,Pinot Noir,20
108556,1,California,Sauvignon Blanc,18
108558,2,Victoria,Pinot Noir,15
108560,2,Colchagua Valley,Red Blend,12
108562,2,South Australia,Red Blend,10
108564,2,Oregon,Pinot Noir,23
108565,3,Washington,Cabernet Sauvignon,22
108568,4,Burgundy,Pinot Noir,190
108569,3,California,Chardonnay,40
108570,5,Burgenland,Chardonnay,111
108571,3,Mendoza Province,Red Blend,25
108572,3,California,Pinot Noir,54
108574,2,California,Sauvignon Blanc,14
108576,2,California,Pinot Noir,30
108579,1,South Australia,Cabernet Sauvignon,15
108580,3,Burgundy,Pinot Noir,59
108582,3,Sicily & Sardinia,Red Blend,30
108587,3,California,Pinot Noir,30
108589,3,Tuscany,Cabernet Sauvignon,65
108590,2,Tuscany,Chardonnay,22
108592,3,Catalonia,Red Blend,60
108605,3,Champagne,Pinot Noir,52
108609,3,California,Cabernet Sauvignon,36
108612,2,Oregon,Pinot Noir,40
108616,2,California,Pinot Noir,36
108618,4,California,Cabernet Sauvignon,75
108620,3,Washington,Sauvignon Blanc,15
108628,2,California,Cabernet Sauvignon,15
108632,2,California,Chardonnay,13
108636,2,Maule Valley,Sauvignon Blanc,10
108642,2,Burgundy,Chardonnay,40
108644,2,California,Pinot Noir,34
108645,2,Washington,Red Blend,18
108646,2,Oregon,Pinot Noir,21
108650,3,Oregon,Pinot Noir,25
108651,3,California,Cabernet Sauvignon,35
108656,4,California,Cabernet Sauvignon,55
108659,1,California,Cabernet Sauvignon,9
108663,4,Burgundy,Chardonnay,120
108666,2,California,Pinot Noir,8
108667,2,Curicó Valley,Sauvignon Blanc,13
108669,3,California,Red Blend,18
108672,4,California,Cabernet Sauvignon,80
108673,2,California,Sauvignon Blanc,16
108680,2,Victoria,Chardonnay,20
108681,4,Washington,Cabernet Sauvignon,35
108682,2,Mendoza Province,Chardonnay,12
108684,3,Oregon,Pinot Noir,75
108685,2,Western Cape,Cabernet Sauvignon,9
108687,4,California,Pinot Noir,50
108688,3,California,Red Blend,34
108692,3,Washington,Sauvignon Blanc,15
108696,2,South Australia,Cabernet Sauvignon,16
108699,1,California,Sauvignon Blanc,18
108700,3,Washington,Red Blend,16
108703,2,Marlborough,Pinot Noir,30
108708,3,Donauland,Pinot Noir,30
108709,3,Central Italy,Red Blend,13
108710,3,California,Cabernet Sauvignon,43
108712,2,Mendoza Province,Red Blend,12
108714,2,California,Cabernet Sauvignon,45
108716,2,California,Chardonnay,20
108717,2,California,Cabernet Sauvignon,42
108718,1,California,Chardonnay,36
108719,2,California,Chardonnay,14
108721,4,California,Pinot Noir,35
108723,2,California,Red Blend,49
108724,2,Burgundy,Chardonnay,14
108734,4,California,Pinot Noir,70
108735,1,Mendoza Province,Chardonnay,14
108737,2,Burgundy,Chardonnay,22
108739,2,California,Sauvignon Blanc,15
108742,2,California,Cabernet Sauvignon,100
108743,3,California,Pinot Noir,35
108745,3,Catalonia,Red Blend,25
108746,2,Mendoza Province,Cabernet Sauvignon,14
108747,2,California,Cabernet Sauvignon,30
108749,4,California,Pinot Noir,75
108750,4,California,Chardonnay,30
108753,3,California,Pinot Noir,52
108754,4,Oregon,Pinot Noir,42
108756,2,California,Pinot Noir,35
108763,2,Burgundy,Chardonnay,27
108765,2,California,Pinot Noir,17
108769,3,Champagne,Chardonnay,50
108781,3,Oregon,Chardonnay,19
108788,2,South Australia,Chardonnay,9
108789,3,California,Cabernet Sauvignon,85
108791,4,California,Pinot Noir,60
108792,2,California,Cabernet Sauvignon,20
108793,4,Burgundy,Pinot Noir,51
108794,3,California,Pinot Noir,20
108795,2,South Australia,Cabernet Sauvignon,65
108797,3,Oregon,Pinot Noir,24
108798,2,California,Cabernet Sauvignon,35
108799,2,Viile Timisului,Pinot Noir,7
108800,3,Champagne,Chardonnay,399
108801,3,Champagne,Chardonnay,50
108808,3,Drama,Chardonnay,15
108811,3,California,Sauvignon Blanc,10
108813,3,Tuscany,Cabernet Sauvignon,65
108814,2,Mendoza Province,Pinot Noir,10
108817,2,Australia Other,Cabernet Sauvignon,9
108818,3,California,Cabernet Sauvignon,48
108822,3,California,Cabernet Sauvignon,78
108823,3,Oregon,Pinot Noir,42
108824,1,Uruguay,Pinot Noir,20
108825,2,Northeastern Italy,Chardonnay,10
108829,2,Burgundy,Chardonnay,22
108830,3,California,Chardonnay,20
108832,1,California,Cabernet Sauvignon,36
108834,3,California,Pinot Noir,14
108835,3,Burgundy,Chardonnay,36
108841,4,Oregon,Pinot Noir,35
108850,3,California,Chardonnay,42
108851,3,California,Chardonnay,40
108855,2,Marlborough,Sauvignon Blanc,11
108859,2,Burgundy,Pinot Noir,39
108863,2,Aconcagua Valley,Cabernet Sauvignon,12
108866,1,California,Chardonnay,20
108870,3,Tuscany,Red Blend,15
108874,2,Burgundy,Chardonnay,25
108875,4,California,Pinot Noir,46
108878,2,California,Cabernet Sauvignon,20
108879,1,California,Sauvignon Blanc,18
108884,4,California,Chardonnay,25
108885,3,California,Cabernet Sauvignon,90
108886,3,Burgundy,Chardonnay,55
108887,1,Provence,Red Blend,11
108888,3,California,Pinot Noir,50
108891,4,California,Cabernet Sauvignon,98
108899,2,California,Red Blend,30
108903,4,Washington,Chardonnay,20
108905,4,California,Chardonnay,39
108906,2,Loire Valley,Sauvignon Blanc,26
108907,3,Colchagua Valley,Red Blend,34
108909,4,Península de Setúbal,Cabernet Sauvignon,30
108915,4,California,Pinot Noir,95
108916,1,California,Cabernet Sauvignon,24
108919,3,Southern Italy,Red Blend,20
108930,3,Oregon,Pinot Noir,25
108931,2,California,Cabernet Sauvignon,85
108932,2,California,Red Blend,45
108935,3,California,Cabernet Sauvignon,62
108942,3,California,Cabernet Sauvignon,38
108946,4,Washington,Red Blend,50
108959,3,Washington,Red Blend,20
108961,2,California,Sauvignon Blanc,13
108966,2,Styria,Sauvignon Blanc,37
108969,2,Canterbury,Pinot Noir,25
108972,2,California,Pinot Noir,35
108973,3,California,Cabernet Sauvignon,40
108976,2,Mendoza Province,Chardonnay,11
108977,2,California,Pinot Noir,14
108980,3,California,Chardonnay,36
108983,3,Oregon,Pinot Noir,22
108987,4,California,Chardonnay,48
108995,4,Burgundy,Pinot Noir,280
108997,3,California,Cabernet Sauvignon,70
108999,2,Central Otago,Pinot Noir,19
109004,2,California,Sauvignon Blanc,12
109008,4,California,Pinot Noir,50
109009,2,California,Pinot Noir,25
109012,2,California,Pinot Noir,22
109017,3,Colchagua Valley,Cabernet Sauvignon,24
109020,3,California,Chardonnay,25
109021,4,California,Chardonnay,60
109025,1,Mendoza Province,Cabernet Sauvignon,9
109026,3,Burgundy,Chardonnay,35
109028,2,California,Chardonnay,35
109029,3,California,Cabernet Sauvignon,59
109030,4,California,Pinot Noir,75
109032,4,Washington,Cabernet Sauvignon,32
109034,1,California,Cabernet Sauvignon,12
109035,1,California,Pinot Noir,8
109038,3,California,Cabernet Sauvignon,48
109039,4,Loire Valley,Sauvignon Blanc,40
109040,2,California,Chardonnay,14
109042,4,California,Pinot Noir,38
109046,2,California,Cabernet Sauvignon,80
109048,3,California,Pinot Noir,45
109049,3,Burgundy,Pinot Noir,24
109051,2,Sicily & Sardinia,Chardonnay,19
109053,3,Burgundy,Pinot Noir,65
109055,2,Leyda Valley,Sauvignon Blanc,15
109058,4,California,Chardonnay,55
109060,3,California,Pinot Noir,70
109063,4,California,Pinot Noir,45
109066,2,California,Cabernet Sauvignon,64
109069,2,Valle de Guadalupe,Sauvignon Blanc,15
109071,2,California,Pinot Noir,18
109072,4,Oregon,Cabernet Sauvignon,55
109073,3,California,Chardonnay,24
109074,4,Loire Valley,Sauvignon Blanc,27
109075,4,California,Pinot Noir,50
109076,2,California,Cabernet Sauvignon,25
109079,1,California,Cabernet Sauvignon,75
109081,1,California,Sauvignon Blanc,40
109082,4,California,Pinot Noir,56
109086,2,Virginia,Red Blend,20
109089,3,California,Pinot Noir,14
109090,3,California,Chardonnay,36
109098,2,California,Pinot Noir,39
109099,3,California,Sauvignon Blanc,25
109100,3,Loire Valley,Pinot Noir,55
109101,3,California,Chardonnay,35
109102,4,California,Pinot Noir,30
109104,3,California,Chardonnay,38
109111,3,Tuscany,Red Blend,33
109112,4,California,Cabernet Sauvignon,75
109114,4,Catalonia,Red Blend,55
109115,2,California,Cabernet Sauvignon,36
109116,3,Constantia,Sauvignon Blanc,15
109121,3,California,Sauvignon Blanc,29
109124,3,Duriense,Chardonnay,25
109129,3,Burgundy,Pinot Noir,55
109131,1,Central Valley,Sauvignon Blanc,7
109134,3,California,Chardonnay,36
109135,3,Burgundy,Pinot Noir,22
109136,1,Burgundy,Chardonnay,23
109141,3,Washington,Cabernet Sauvignon,25
109149,3,Tuscany,Red Blend,12
109151,2,Casablanca Valley,Chardonnay,14
