,points,province,variety,price
99055,3,California,Sparkling Blend,40.0
99056,4,California,Pinot Noir,38.0
99057,2,California,Cabernet Sauvignon,18.0
99058,3,Burgundy,Pinot Noir,29.0
99059,2,California,Pinot Noir,30.0
99060,3,California,Cabernet Sauvignon,45.0
99061,3,Burgundy,Champagne Blend,19.0
99062,3,Northeastern Italy,Pinot Bianco,22.0
99063,2,Central Spain,Verdejo,20.0
99064,1,Mendoza Province,Pinot Noir,13.0
99065,4,California,G-S-M,28.0
99066,1,Languedoc-Roussillon,Red Blend,15.0
99067,2,Peloponnese,White Blend,38.0
99069,3,California,Cabernet Sauvignon,15.0
99070,3,California,Pinot Noir,70.0
99071,2,Aconcagua Valley,Syrah,12.0
99073,3,Moldova,White Blend,16.0
99075,2,California,Carignane,22.0
99076,4,Provence,Rosé,90.0
99077,3,Wellington,Cabernet Sauvignon,17.0
99078,3,Kamptal,Grüner Veltliner,60.0
99079,3,Southwest France,White Blend,17.0
99080,2,Tuscany,Red Blend,15.0
99081,3,Southern Italy,Greco,35.0
99082,2,California,Chardonnay,55.0
99083,2,California,Sauvignon Blanc,25.0
99084,4,California,Red Blend,75.0
99085,4,Minho,Loureiro,25.0
99086,3,Washington,Syrah,39.0
99088,3,Sicily & Sardinia,Nerello Mascalese,18.0
99089,2,Kremstal,Zweigelt,14.0
99090,4,California,Red Blend,72.0
99092,3,Washington,Red Blend,20.0
99094,2,Catalonia,White Blend,17.0
99095,2,California,Petite Sirah,34.0
99096,2,Oregon,Rosé,19.0
99097,3,Veneto,Prosecco,19.0
99098,4,California,Sémillon,45.0
99099,3,Piedmont,Nebbiolo,53.0
99100,3,New South Wales,Sémillon,15.0
99101,4,Tuscany,Merlot,50.0
99102,2,Bordeaux,Bordeaux-style Red Blend,25.0
99104,3,California,Cabernet Sauvignon,22.0
99105,4,Rhône Valley,Viognier,85.0
99106,3,Bordeaux,Bordeaux-style Red Blend,17.0
99107,1,Lisboa,Portuguese White,8.0
99108,2,Mendoza Province,Bonarda,25.0
99109,2,Veneto,Cabernet,12.0
99110,3,Northeastern Italy,Friulano,17.0
99111,4,California,Pinot Noir,82.0
99112,2,Niederösterreich,Zweigelt,22.0
99113,3,South Australia,Red Blend,16.0
99114,2,Provence,Rosé,15.0
99115,3,South Australia,Cabernet Sauvignon,65.0
99116,2,Beaujolais,Gamay,12.0
99118,2,California,Pinot Noir,24.0
99120,2,New York,Pinot Noir,22.0
99122,2,Tuscany,Sangiovese,15.0
99123,3,Washington,Chardonnay,18.0
99124,2,Washington,Riesling,8.0
99125,2,California,Pinot Noir,21.0
99128,2,Veneto,Garganega,13.0
99129,2,California,Cabernet Sauvignon,20.0
99130,3,California,Cabernet Sauvignon,24.0
99131,2,Piedmont,Nebbiolo,15.0
99132,1,California,White Blend,13.0
99133,3,Marlborough,Sauvignon Blanc,12.0
99134,3,Alentejo,Portuguese Red,11.0
99135,3,California,Zinfandel,28.0
99136,2,Northern Spain,Macabeo-Chardonnay,12.0
99137,3,California,Gewürztraminer,16.0
99138,1,Other,Bonarda,9.0
99139,3,Bordeaux,Bordeaux-style White Blend,34.0
99140,2,California,Bordeaux-style Red Blend,45.0
99141,2,Northern Spain,Tempranillo,19.0
99142,3,Veneto,"Corvina, Rondinella, Molinara",28.0
99143,3,California,Chardonnay,30.0
99144,2,Alsace,Pinot Gris,30.0
99145,3,Oregon,Pinot Noir,23.0
99146,2,Mendoza Province,Cabernet Sauvignon,10.0
99147,2,California,Merlot,45.0
99148,2,Beaujolais,Chardonnay,13.0
99149,2,California,Chardonnay,45.0
99150,2,Western Australia,Chardonnay,21.0
99151,4,California,Pinot Noir,70.0
99152,2,Mendoza Province,Cabernet Sauvignon,12.0
99153,3,California,Chardonnay,55.0
99154,3,Vinho Verde,Alvarinho,12.0
99155,1,California,Muscat,10.0
99156,3,Sicily & Sardinia,Vermentino,33.0
99157,1,Central Otago-Marlborough,Pinot Noir,17.0
99158,1,California,Cabernet Sauvignon,36.0
99159,2,Northern Spain,Tempranillo,16.0
99160,2,Washington,Merlot,18.0
99161,4,Central Italy,White Blend,49.0
99162,3,California,Petite Sirah,22.0
99163,3,California,Cabernet Sauvignon,60.0
99164,2,California,Chardonnay,25.0
99166,3,California,Zinfandel,40.0
99167,3,Mendoza Province,Malbec,18.0
99168,4,Oregon,Pinot Noir,100.0
99169,3,Tuscany,White Blend,30.0
99170,1,Stellenbosch,Sauvignon Blanc,12.0
99171,3,California,Cabernet Sauvignon,100.0
99172,3,California,Pinot Noir,38.0
99173,1,New York,Chardonnay,15.0
99174,2,Piedmont,Nebbiolo,28.0
99175,3,Loire Valley,Sauvignon Blanc,35.0
99176,1,Mendoza Province,Sangiovese,22.0
99177,2,California,Zinfandel,24.0
99178,2,Oregon,Pinot Noir,26.0
99179,1,California,Petite Sirah,25.0
99180,3,California,Chardonnay,60.0
99181,2,Mendoza Province,Viognier,12.0
99183,2,Burgundy,Pinot Noir,16.0
99184,2,California,Chardonnay,30.0
99185,4,California,Chardonnay,39.0
99186,3,Burgenland,Blaufränkisch,37.0
99187,2,California,Syrah,12.0
99188,2,Washington,Rosé,17.0
99189,3,Marlborough,Sauvignon Blanc,15.0
99190,1,California,Pinot Grigio,10.0
99191,4,Washington,Cabernet Sauvignon,35.0
99192,3,New South Wales,Chardonnay,30.0
99193,2,Maipo Valley,Cabernet Sauvignon,10.0
99194,4,Mosel,Riesling,52.0
99195,3,New South Wales,Chardonnay,30.0
99196,4,California,Pinot Noir,65.0
99197,2,Washington,Merlot,9.0
99198,4,Port,Port,100.0
99199,3,Galicia,Albariño,22.0
99201,3,Marlborough,Sauvignon Blanc,13.0
99202,4,Northern Spain,Tempranillo,60.0
99203,2,New York,Cabernet Franc,18.0
99204,3,Oregon,Pinot Noir,50.0
99206,2,Colchagua Valley,Merlot,9.0
99207,2,Bordeaux,Bordeaux-style White Blend,12.0
99208,2,Oregon,Pinot Noir,45.0
99209,3,Curicó Valley,Cabernet Sauvignon-Cabernet Franc,25.0
99210,3,Loire Valley,Rosé,28.0
99211,2,Loire Valley,Sauvignon Blanc,26.0
99212,2,California,Chardonnay,7.0
99213,2,California,Red Blend,19.0
99214,4,Oregon,Pinot Noir,45.0
99215,3,Sicily & Sardinia,Nero d'Avola,25.0
99216,1,California,Sauvignon Blanc,20.0
99217,2,Mendoza Province,Malbec,11.0
99218,3,California,Chardonnay,30.0
99219,2,Tuscany,Red Blend,11.0
99221,2,California,Rosé,15.0
99222,3,Provence,Rolle,19.0
99224,4,Tuscany,Sangiovese,40.0
99225,2,California,Cabernet Franc,33.0
99226,3,California,Pinot Noir,48.0
99227,2,New York,Riesling,13.0
99228,3,Mendoza Province,Red Blend,15.0
99229,3,Burgundy,Pinot Noir,240.0
99231,2,Veneto,Prosecco,18.0
99232,1,Stellenbosch,Chardonnay,20.0
99233,4,Washington,Red Blend,35.0
99234,3,Piedmont,Nebbiolo,80.0
99235,3,Victoria,Shiraz,17.0
99236,1,California,Cabernet Sauvignon,18.0
99237,3,New York,Cabernet Franc,15.0
99238,2,Western Cape,Red Blend,13.0
99239,2,California,Cabernet Sauvignon-Merlot,18.0
99240,2,California,Pinot Noir,18.0
99241,2,New York,Merlot,22.0
99242,3,Washington,Riesling,19.0
99243,3,Rhône Valley,Rhône-style White Blend,15.0
99245,2,California,Chardonnay,38.0
99248,2,Alsace,Riesling,60.0
99251,3,Catalonia,Chardonnay,53.0
99252,3,Washington,Bordeaux-style Red Blend,50.0
99253,3,Languedoc-Roussillon,Mourvèdre,23.0
99254,3,Maipo Valley,Cabernet Sauvignon,30.0
99255,2,Northern Spain,Tempranillo,103.0
99257,3,Oregon,Pinot Gris,22.0
99258,3,California,Cabernet Sauvignon,50.0
99259,5,California,Cabernet Sauvignon,130.0
99260,3,Lisboa,Portuguese Red,10.0
99261,4,California,Syrah,38.0
99262,3,Sicily & Sardinia,Nerello Mascalese,40.0
99263,3,Lombardy,Turbiana,25.0
99265,3,Piedmont,Barbera,40.0
99266,2,Central Spain,Cabernet Sauvignon,40.0
99268,4,Other,Red Blend,90.0
99269,2,Central Spain,Tempranillo Blend,10.0
99270,5,California,Pinot Noir,78.0
99271,2,Victoria,Pinot Noir,30.0
99272,2,Washington,Sauvignon Blanc,20.0
99273,4,California,Cabernet Sauvignon,100.0
99274,3,Burgundy,Chardonnay,31.0
99275,2,Burgundy,Sparkling Blend,15.0
99276,2,Other,Cabernet Sauvignon-Merlot,15.0
99277,3,Northern Spain,Godello,19.0
99278,2,Rhône Valley,Syrah,85.0
99279,4,California,Red Blend,65.0
99280,3,Oregon,Pinot Blanc,22.0
99281,3,Provence,Rosé,15.0
99282,4,Niederösterreich,Grüner Veltliner,32.0
99283,3,Washington,Malbec,30.0
99284,2,Piedmont,Barbera,25.0
99285,4,California,Chardonnay,45.0
99286,2,Northern Spain,White Blend,12.0
99287,3,Burgundy,Pinot Noir,30.0
99288,4,California,Chardonnay,60.0
99289,2,California,Pinot Grigio,12.0
99290,2,California,Cabernet Sauvignon,50.0
99291,3,Southwest France,Malbec,70.0
99293,3,Washington,Cabernet Franc,30.0
99294,3,Moldova,Traminer,15.0
99295,2,Central Valley,Sauvignon Blanc,10.0
99296,3,Kumeu,Chardonnay,34.0
99298,2,Australia Other,Merlot,11.0
99299,1,Washington,Merlot,19.0
99300,3,California,Cabernet Franc,48.0
99301,2,Andalucia,Sherry,45.0
99302,2,California,Chardonnay,48.0
99303,3,California,Zinfandel,24.0
99304,3,Tuscany,Sangiovese Grosso,42.0
99305,2,Piedmont,Barbera,17.0
99307,3,California,Tempranillo,28.0
99308,4,Washington,Merlot,32.0
99309,3,Colchagua Valley,Carmenère,70.0
99310,2,California,Rosé,16.0
99311,2,Central Italy,Montepulciano,9.0
99312,3,South Australia,Shiraz,70.0
99313,3,Burgundy,Chardonnay,58.0
99314,2,California,Chardonnay,18.0
99315,3,California,Pinot Noir,38.0
99316,2,Northern Spain,Garnacha,8.0
99317,3,California,Cabernet Sauvignon,22.0
99318,4,California,Cabernet Sauvignon,60.0
99319,3,South Australia,Shiraz,35.0
99320,3,Upper Galilee,Gewürztraminer,19.0
99321,2,Washington,Syrah,20.0
99322,3,Hawke's Bay,Bordeaux-style Red Blend,32.0
99323,3,Cachapoal Valley,Cabernet Blend,65.0
99325,3,California,Pinot Noir,60.0
99326,4,Tuscany,Sangiovese Grosso,55.0
99327,2,California,Zinfandel,18.0
99328,3,Beaujolais,Gamay,18.0
99329,3,Burgenland,Blaufränkisch,69.0
99330,1,Limarí Valley,Sauvignon Blanc,20.0
99331,2,California,Cabernet Sauvignon,10.0
99332,3,California,Merlot,16.0
99333,2,California,Chardonnay,10.0
99334,2,Mendoza Province,Chardonnay,15.0
99335,2,Oregon,Riesling,12.0
99336,2,California,Sauvignon Blanc,10.0
99338,2,California,Pinot Grigio,21.0
99339,2,Tuscany,Red Blend,20.0
99340,1,Mendoza Province,Tempranillo,11.0
99341,3,California,Syrah,55.0
99342,3,Maule Valley,Cabernet Sauvignon-Carmenère,44.0
99343,4,California,Chardonnay,37.0
99344,3,Other,Torrontés,15.0
99345,1,New York,Pinot Grigio,16.0
99346,2,Minho,Portuguese White,13.0
99347,3,Bordeaux,Bordeaux-style Red Blend,32.0
99348,3,Burgenland,Pinot Noir,50.0
99349,1,Northern Spain,Tempranillo-Merlot,17.0
99350,4,Bordeaux,Bordeaux-style White Blend,135.0
99351,4,California,Cabernet Sauvignon,120.0
99352,2,California,Merlot,15.0
99353,2,Colchagua Valley,Chardonnay,14.0
99355,3,California,Chardonnay,40.0
99356,3,Central Italy,Sangiovese,41.0
99357,4,California,Cabernet Sauvignon,90.0
99358,3,Mendoza Province,Red Blend,24.0
99359,2,California,Sangiovese,16.0
99360,4,Piedmont,Nebbiolo,75.0
99361,2,Colchagua Valley,Merlot,15.0
99362,3,Central Italy,Sagrantino,68.0
99363,3,Provence,Rosé,19.0
99364,3,Ribatejo,Portuguese Red,14.0
99365,4,Veneto,"Corvina, Rondinella, Molinara",70.0
99367,3,Piedmont,Nebbiolo,45.0
99369,4,Mendoza Province,Malbec,50.0
99370,3,Catalonia,Cabernet Sauvignon,20.0
99371,3,Oregon,Pinot Noir,25.0
99372,4,Bordeaux,Bordeaux-style Red Blend,210.0
99373,4,Washington,Red Blend,45.0
99374,2,Northern Spain,Red Blend,15.0
99375,3,Piedmont,Nebbiolo,35.0
99376,3,Victoria,Pinot Noir,58.0
99378,4,Washington,Red Blend,33.0
99379,1,California,Pinot Grigio,11.0
99380,3,California,Syrah,24.0
99381,2,Levante,Monastrell,8.0
99382,1,Australia Other,Cabernet Sauvignon,8.0
99383,3,South Australia,Shiraz,100.0
99384,2,California,Viognier,18.0
99385,3,Robertson,Cabernet Sauvignon,19.0
99387,2,California,Red Blend,35.0
99388,3,Tuscany,Sangiovese,30.0
99389,2,Beaujolais,Gamay,13.0
99390,2,Galicia,Albariño,17.0
99391,4,Rhône Valley,Rhône-style Red Blend,53.0
99392,3,Mendoza Province,Malbec,24.0
99393,3,Oregon,Pinot Noir,40.0
99394,3,Mosel-Saar-Ruwer,Riesling,44.0
99395,2,California,Grenache,35.0
99396,4,Kamptal,Riesling,62.0
99397,1,Dealu Mare,Riesling,10.0
99398,3,California,Rhône-style Red Blend,22.0
99399,3,Washington,Merlot,25.0
99400,2,Maipo Valley,Cabernet Sauvignon,8.0
99403,3,Curicó Valley,Carmenère,25.0
99404,3,Southern Italy,Red Blend,34.0
99405,2,Bordeaux,Bordeaux-style Red Blend,45.0
99406,2,Bulgaria,Sauvignon Blanc,8.0
99407,2,Gerania,Assyrtico,22.0
99408,2,California,Chardonnay,15.0
99409,2,Oregon,Pinot Noir,38.0
99410,3,Alsace,Riesling,19.0
99411,4,Central Italy,Red Blend,48.0
99412,2,California,Zinfandel,25.0
99413,3,Rhône Valley,Rhône-style Red Blend,10.0
99414,3,Veneto,"Corvina, Rondinella, Molinara",40.0
99415,2,Simonsberg-Stellenbosch,Chardonnay,19.0
99416,2,California,Syrah,35.0
99417,1,California,Chardonnay,11.0
99419,4,California,Chardonnay,50.0
99422,2,Piedmont,Dolcetto,21.0
99423,2,California,Syrah,14.0
99424,2,Marlborough,Sauvignon Blanc,11.0
99425,2,Mendoza Province,Malbec,9.0
99426,4,California,Chardonnay,26.0
99427,3,Piedmont,Nebbiolo,41.0
99428,3,Alentejano,Portuguese Red,16.0
99429,2,Sicily & Sardinia,White Blend,9.0
99431,3,Douro,Portuguese White,18.0
99432,3,Tuscany,Sangiovese,90.0
99433,3,Stellenbosch,Red Blend,20.0
99434,1,Rhône Valley,Marsanne,10.0
99435,3,Tuscany,Sangiovese Grosso,43.0
99436,3,Southern Italy,Gaglioppo,20.0
99437,1,Mendoza Province,Syrah,14.0
99438,1,Attica,Chardonnay,14.0
99439,3,Tuscany,Sangiovese Grosso,90.0
99440,3,Marlborough,Pinot Gris,24.0
99441,5,Kamptal,Riesling,80.0
99442,4,California,Pinot Noir,40.0
99443,2,Tuscany,Vernaccia,15.0
99444,2,Marlborough,Sauvignon Blanc,22.0
99445,2,Tuscany,Red Blend,11.0
99446,2,New York,Riesling,14.0
99447,2,Washington,Syrah,23.0
99448,4,California,Pinot Noir,50.0
99450,3,Burgundy,Chardonnay,64.0
99451,4,Washington,Syrah,32.0
99452,2,Maule Valley,Chardonnay,8.0
99453,4,Southern Italy,White Blend,33.0
99454,2,Central Italy,Montepulciano,10.0
99455,3,California,Pinot Noir,35.0
99456,2,Port,Port,27.0
99457,2,Veneto,"Corvina, Rondinella, Molinara",34.0
99458,2,California,Rosé,14.0
99459,2,California,Sauvignon Blanc,17.0
99460,1,Mendoza Province,Malbec,10.0
99461,3,California,Pinot Noir,54.0
99462,3,California,Petite Sirah,35.0
99463,2,Bordeaux,Bordeaux-style Red Blend,30.0
99465,4,Bordeaux,Bordeaux-style White Blend,75.0
99466,2,California,Pinot Grigio,25.0
99467,2,Tejo,Portuguese Red,12.0
99468,3,New York,Chardonnay,15.0
99470,2,Casablanca Valley,Sauvignon Blanc,13.0
99471,3,California,Pinot Noir,42.0
99472,3,Northeastern Italy,Pinot Grigio,26.0
99473,1,Villány,Red Blend,21.0
99474,2,Veneto,Prosecco,17.0
99475,4,Douro,Portuguese Red,69.0
99476,2,Bordeaux,Bordeaux-style Red Blend,24.0
99477,4,California,Grenache,34.0
99478,5,Champagne,Champagne Blend,229.0
99479,2,Oregon,Pinot Noir,40.0
99480,3,Burgenland,Grüner Veltliner,13.0
99481,2,Burgundy,Pinot Noir,30.0
99482,2,Galicia,Albariño,10.0
99483,2,Bordeaux,Bordeaux-style Red Blend,18.0
99484,2,Southern Italy,Red Blend,8.0
99485,3,Maule Valley,Carmenère,20.0
99486,2,Lisboa,Portuguese Red,9.0
99488,2,California,Riesling,12.0
99489,2,California,Sauvignon Blanc,29.0
99491,3,Washington,Bordeaux-style White Blend,20.0
99492,3,Burgundy,Pinot Noir,94.0
99494,2,Coastal Region,Chardonnay,10.0
99496,3,Burgenland,Austrian white blend,40.0
99497,2,California,Malbec,32.0
99499,3,Bordeaux,Bordeaux-style Red Blend,16.0
99500,2,France Other,Pinot Noir,8.0
99502,2,Western Cape,Cabernet Sauvignon,6.0
99503,1,California,Syrah,32.0
99504,2,Other,Malbec,12.0
99505,2,Oregon,Pinot Noir,19.0
99506,3,California,Chardonnay,45.0
99507,4,California,Cabernet Sauvignon,135.0
99508,3,New York,Pinot Noir,20.0
99509,3,Lombardy,Chardonnay,41.0
99510,3,Oregon,Gewürztraminer,15.0
99511,3,California,Pinot Noir,21.0
99512,4,California,Chardonnay,45.0
99513,3,Piedmont,Dolcetto,25.0
99514,3,Tejo,Portuguese Red,15.0
99515,2,California,Syrah,38.0
99516,2,Washington,Syrah,9.0
99517,3,Veneto,"Corvina, Rondinella, Molinara",40.0
99518,2,Tuscany,Red Blend,18.0
99521,2,Bordeaux,Bordeaux-style Red Blend,18.0
99522,2,Loire Valley,Melon,13.0
99523,2,Colchagua Valley,Carmenère,14.0
99524,2,Washington,Viognier,18.0
99525,3,Oregon,Pinot Noir,38.0
99526,2,California,Pinot Noir,36.0
99527,2,Galilee,Chardonnay,30.0
99528,2,Piedmont,Red Blend,19.0
99529,2,New South Wales,Pinot Noir,40.0
99530,3,Casablanca Valley,Sauvignon Blanc,17.0
99531,3,Washington,Sauvignon Blanc,20.0
99532,2,Catalonia,Red Blend,46.0
99533,2,California,Bordeaux-style Red Blend,38.0
99534,4,California,Chardonnay,45.0
99536,2,Lisboa,Touriga Nacional,9.0
99537,3,Oregon,Pinot Noir,55.0
99538,2,Aconcagua Valley,Cabernet Sauvignon,12.0
99539,3,Oregon,Syrah,32.0
99540,4,Galilee,Cabernet Franc,40.0
99541,2,California,Rhône-style Red Blend,40.0
99542,4,Piedmont,Nebbiolo,125.0
99543,4,Bordeaux,Bordeaux-style Red Blend,33.0
99544,3,Wachau,Riesling,42.0
99545,4,Northern Spain,Tempranillo Blend,37.0
99546,3,Tuscany,Red Blend,29.0
99547,2,Northeastern Italy,Friulano,38.0
99548,3,California,Cabernet Sauvignon,12.0
99550,3,Veneto,Red Blend,60.0
99551,4,Tuscany,Red Blend,180.0
99552,2,California,Zinfandel,25.0
99553,2,Marlborough,Sauvignon Blanc,10.0
99554,3,Thracian Valley,Pinot Noir,10.0
99555,3,Washington,Cabernet Sauvignon,20.0
99556,4,Northern Spain,Tempranillo,170.0
99557,3,Oregon,Pinot Noir,30.0
99558,2,Northern Spain,Tempranillo,15.0
99559,2,Tuscany,Sangiovese,14.0
99560,4,California,Pinot Noir,70.0
99561,2,Southwest France,Rosé,12.0
99562,3,California,Cabernet Sauvignon,35.0
99563,3,California,Pinot Noir,13.0
99564,4,California,Chardonnay,30.0
99565,1,Western Australia,Riesling,25.0
99566,3,Central Italy,Verdicchio,22.0
99568,2,Catalonia,Sparkling Blend,35.0
99569,3,Tuscany,Sangiovese,30.0
99570,3,Oregon,Chardonnay,60.0
99571,3,Southern Italy,Nero di Troia,32.0
99572,2,California,Red Blend,12.0
99573,3,Northern Spain,Tempranillo Blend,42.0
99574,2,Colchagua Valley,Cabernet Sauvignon,10.0
99575,2,Mendoza Province,Malbec,20.0
99576,3,California,Cabernet Sauvignon,25.0
99577,2,Burgundy,Chardonnay,15.0
99578,3,Washington,Red Blend,28.0
99579,2,California,Sémillon,30.0
99580,3,Washington,Cabernet Franc,40.0
99581,3,Northern Spain,Verdejo,14.0
99582,2,Rhône Valley,Rosé,11.0
99583,4,California,Pinot Noir,65.0
99584,1,California,Red Blend,30.0
99585,3,Mendoza Province,Malbec,13.0
99586,2,California,Syrah,45.0
99587,3,Casablanca Valley,Sauvignon Blanc,15.0
99588,1,Mendoza Province,Red Blend,22.0
99589,3,New York,Cabernet Franc,25.0
99590,2,Port,Port,30.0
99591,1,Veneto,Red Blend,12.0
99593,2,Mendoza Province,Syrah,11.0
99594,3,Mosel,Riesling,82.0
99595,2,Oregon,Pinot Noir,19.0
99596,3,Piedmont,Barbera,19.0
99597,3,Marlborough,Riesling,20.0
99598,3,South Australia,Shiraz,17.0
99599,3,Washington,Red Blend,55.0
99601,2,Languedoc-Roussillon,Red Blend,14.0
99603,2,New York,Cabernet Franc,40.0
99604,5,Tuscany,Merlot,100.0
99605,4,California,Zinfandel,30.0
99607,3,Mendoza Province,Red Blend,50.0
99608,2,Mendoza Province,Bonarda,15.0
99609,3,California,Claret,22.0
99610,3,Southern Italy,Negroamaro,18.0
99611,2,Tuscany,Red Blend,16.0
99612,4,California,Cabernet Sauvignon,95.0
99613,2,Northeastern Italy,Pinot Grigio,12.0
99614,3,California,Petite Verdot,48.0
99615,3,Northeastern Italy,Verduzzo Friulano ,58.0
99616,3,Burgundy,Chardonnay,117.0
99617,3,Douro,Red Blend,29.0
99618,2,Virginia,Cabernet Sauvignon,40.0
99619,4,Tuscany,Merlot,120.0
99620,3,California,Zinfandel,33.0
99621,4,California,Sparkling Blend,50.0
99622,3,California,Cabernet Sauvignon,125.0
99623,2,South Australia,Grenache,17.0
99624,3,Niederösterreich,Red Blend,30.0
99625,4,Robertson,Cabernet Sauvignon,52.0
99627,2,Piedmont,Barbera,24.0
99628,3,California,Pinot Noir,30.0
99629,3,Casablanca Valley,Sauvignon Blanc,12.0
99630,2,South Australia,Shiraz,20.0
99631,2,Washington,Aligoté,13.0
99632,4,California,Cabernet Sauvignon,80.0
99633,2,California,Zinfandel,35.0
99634,4,Oregon,Pinot Noir,49.0
99635,4,Tuscany,Red Blend,75.0
99636,3,Alsace,Pinot Gris,30.0
99637,3,California,Primitivo,30.0
99638,1,Mendoza Province,Malbec,11.0
99639,2,Washington,Cabernet Blend,15.0
99640,3,Washington,Syrah,39.0
99641,4,Champagne,Champagne Blend,120.0
99642,2,California,Grenache,30.0
99643,4,California,Pinot Noir,65.0
99644,5,California,Cabernet Sauvignon,120.0
99645,4,California,Bordeaux-style Red Blend,56.0
99646,2,Bordeaux,Bordeaux-style White Blend,8.0
99647,3,California,Syrah,39.0
99648,3,Washington,Red Blend,28.0
99649,2,Rapel Valley,Cabernet Sauvignon-Syrah,13.0
99650,2,Sicily & Sardinia,Grillo,18.0
99652,3,California,Chardonnay,18.0
99653,3,Piedmont,Nebbiolo,55.0
99654,4,Burgundy,Pinot Noir,290.0
99655,3,Mendoza Province,Sémillon,15.0
99656,3,Southwest France,Malbec,10.0
99657,2,New York,Pinot Gris,16.0
99658,2,Tuscany,Sangiovese,16.0
99659,2,Southern Italy,Rosé,17.0
99660,3,Northern Spain,Tempranillo Blend,68.0
99661,3,Swartland,Mourvèdre,18.0
99662,3,California,Pinot Noir,27.0
99663,4,California,Pinot Noir,42.0
99664,3,Port,Port,33.0
99666,2,California,Pinot Noir,20.0
99667,3,Washington,Cabernet Sauvignon,31.0
99668,3,Veneto,"Corvina, Rondinella, Molinara",60.0
99669,1,Northern Spain,Garnacha,12.0
99670,3,California,Pinot Noir,47.0
99672,2,California,Sauvignon Blanc,13.0
99673,4,California,Syrah,40.0
99674,3,Lombardy,Sparkling Blend,35.0
99675,2,California,Barbera,30.0
99676,3,California,Pinot Noir,22.0
99677,4,California,Cabernet Sauvignon,55.0
99678,1,Mendoza Province,Torrontés,12.0
99680,3,Northeastern Italy,Pinot Grigio,29.0
99681,1,New Mexico,Red Blend,22.0
99682,1,Bordeaux,Sauvignon Blanc,10.0
99683,3,Sicily & Sardinia,Grillo,29.0
99684,3,Baden,Spätburgunder,110.0
99685,2,Oregon,Pinot Noir,28.0
99687,2,Oregon,Rosé,13.0
99688,4,Sicily & Sardinia,Red Blend,39.0
99689,2,Robertson,Syrah,10.0
99690,2,New York,Cabernet Sauvignon,29.0
99691,3,Burgundy,Chardonnay,65.0
99692,1,Western Cape,Cabernet Sauvignon,8.0
99693,2,Northern Spain,Tempranillo,20.0
99694,4,California,Cabernet Sauvignon,86.0
99695,3,California,Pinot Noir,38.0
99696,4,Oregon,Chardonnay,38.0
99697,3,Burgundy,Chardonnay,26.0
99698,3,California,Sauvignon Blanc,28.0
99699,2,New York,Merlot,19.0
99700,2,Mendoza Province,Red Blend,15.0
99701,3,Tuscany,Sangiovese,29.0
99702,3,California,Bordeaux-style Red Blend,62.0
99703,3,California,Cabernet Sauvignon,18.0
99704,3,Tuscany,Sangiovese,24.0
99705,1,California,Petite Sirah,17.0
99706,3,California,Zinfandel,29.0
99707,4,Bucelas,Arinto,29.0
99708,3,California,Chardonnay,25.0
99709,2,Nemea,Agiorgitiko,25.0
99710,3,Oregon,Pinot Noir,35.0
99711,3,Southwest France,Viognier,90.0
99712,2,Alentejano,Syrah,19.0
99713,3,Piedmont,Nebbiolo,50.0
99714,3,Colchagua Valley,Cabernet Sauvignon,39.0
99715,3,Washington,Grenache,28.0
99716,3,South Australia,Sauvignon Blanc,21.0
99717,3,Casablanca Valley,Sauvignon Blanc,13.0
99718,3,California,Roussanne,25.0
99719,3,California,Sauvignon Blanc,20.0
99721,2,Central Italy,Red Blend,19.0
99722,3,California,Pinot Noir,32.0
99723,2,Western Cape,Merlot-Cabernet Sauvignon,10.0
99724,3,California,Cabernet Sauvignon,40.0
99725,3,California,Pinot Noir,56.0
99726,3,Burgundy,Chardonnay,28.0
99728,2,California,Zinfandel,22.0
99729,4,California,Pinot Noir,55.0
99730,1,California,Zinfandel,16.0
99731,3,Bordeaux,Bordeaux-style Red Blend,35.0
99732,3,California,Merlot-Cabernet Sauvignon,96.0
99733,4,California,Tempranillo,40.0
99734,4,Piedmont,Nebbiolo,60.0
99737,3,Washington,Red Blend,40.0
99738,3,Aconcagua Valley,Bordeaux-style Red Blend,70.0
99739,3,Southwest France,Malbec,40.0
99740,4,Tuscany,Red Blend,104.0
99741,2,Australia Other,Shiraz-Cabernet Sauvignon,10.0
99742,3,Mosel-Saar-Ruwer,Riesling,16.0
99743,3,Other,Malbec,13.0
99744,2,Thermenregion,Zweigelt,17.0
99745,3,Veneto,"Corvina, Rondinella, Molinara",23.0
99746,2,California,Petite Sirah,10.0
99747,4,Mendoza Province,Malbec,50.0
99749,2,Burgundy,Gamay,11.0
99750,2,California,Sauvignon Blanc,20.0
99751,3,South Australia,Shiraz,60.0
99752,2,California,Cabernet Sauvignon,40.0
99753,2,Alsace,Riesling,16.0
99754,2,California,Sangiovese,21.0
99755,2,Peloponnese,Chardonnay,14.0
99756,2,Marlborough,Sauvignon Blanc,11.0
99757,2,Northern Spain,Tempranillo Blend,21.0
99758,2,California,Syrah,20.0
99759,3,California,Chardonnay,59.0
99760,3,Central Italy,Montepulciano,35.0
99761,1,Mendoza Province,Malbec,14.0
99762,2,Alsace,Riesling,33.0
99763,3,California,Cabernet Sauvignon,35.0
99764,1,California,Zinfandel,24.0
99765,3,Alsace,Riesling,20.0
