,points,province,variety,price
98488,2,Tuscany,Sangiovese Grosso,24
98490,2,Washington,Merlot,8
98495,2,Washington,Merlot-Cabernet Sauvignon,13
98497,1,California,Chardonnay,22
98500,2,NorthernSpain,Garnacha-Syrah,9
98501,2,California,Zinfandel,19
98503,2,California,Sauvignon Blanc,16
98504,3,California,Merlot,25
98505,4,Washington,Bordeaux-style Red Blend,90
98510,3,Washington,Malbec,28
98513,3,California,Zinfandel,20
98514,1,NorthernSpain,Tempranillo,11
98515,2,California,Syrah,16
98517,1,California,Merlot,9
98518,3,Washington,Bordeaux-style Red Blend,48
98519,4,California,Moscato Giallo,16
98522,2,California,Pinot Grigio,8
98523,2,California,Chardonnay,26
98524,1,California,Red Blend,23
98526,4,California,Syrah,32
98528,1,California,Zinfandel,28
98529,2,California,Chardonnay,19
98530,2,Washington,Pinot Gris,15
98533,3,California,Merlot,15
98535,3,California,Chardonnay,50
98540,4,California,Pinot Noir,36
98543,3,California,Merlot,39
98544,2,California,Chardonnay,35
98545,4,Tuscany,Sangiovese,55
98548,3,NorthernSpain,Tempranillo,13
98554,2,Bordeaux,Bordeaux-style Red Blend,12
98557,2,California,Sauvignon Blanc,17
98560,3,California,Chardonnay,45
98561,3,Washington,Red Blend,25
98562,3,California,Pinot Noir,38
98565,3,California,Chardonnay,15
98568,2,NorthernSpain,Red Blend,14
98569,2,Tuscany,Sangiovese,13
98571,2,California,Chardonnay,10
98574,2,Washington,Red Blend,12
98576,2,Tuscany,Rosato,15
98578,2,California,Syrah,22
98579,2,California,Chardonnay,18
98582,4,California,Cabernet Sauvignon,225
98586,3,California,Syrah,16
98587,2,California,Pinot Noir,18
98592,4,Washington,Chardonnay,40
98596,2,NorthernSpain,White Blend,10
98598,2,NorthernSpain,Verdejo,14
98599,4,Tuscany,Cabernet Sauvignon,64
98604,2,California,Viognier,18
98607,3,Tuscany,Sangiovese,36
98608,4,California,Chardonnay,42
98609,4,California,Chardonnay,50
98610,3,Tuscany,Sangiovese Grosso,90
98613,1,California,Syrah,42
98619,3,Tuscany,Sangiovese Grosso,65
98620,2,California,Pinot Noir,24
98622,2,California,Merlot,12
98623,3,California,Sauvignon Blanc-Semillon,25
98625,3,California,Cabernet Sauvignon,30
98627,4,Tuscany,Sangiovese,54
98630,3,Washington,Syrah,20
98631,2,California,Chardonnay,7
98632,3,California,Grenache,20
98636,2,California,Sauvignon Blanc,19
98637,4,California,Chardonnay,55
98638,2,Washington,Red Blend,30
98639,3,California,Syrah,45
98640,3,California,Sparkling Blend,37
98641,2,Bordeaux,Bordeaux-style Red Blend,20
98642,3,Tuscany,Sangiovese,50
98644,2,California,Roussanne,22
98645,3,California,Zinfandel,28
98650,4,California,Pinot Noir,54
98651,3,Tuscany,Sangiovese Grosso,60
98652,2,California,Zinfandel,24
98653,4,California,Merlot,56
98654,4,California,Pinot Noir,32
98662,2,Washington,Cabernet Sauvignon,25
98664,2,California,Syrah,25
98672,2,California,Cabernet Sauvignon,60
98674,2,Washington,Sauvignon Blanc,14
98675,3,California,Pinot Noir,60
98676,2,California,Sauvignon Blanc,15
98679,1,California,Cabernet Sauvignon,30
98680,4,California,Claret,125
98681,3,California,Pinot Noir,35
98683,2,California,Pinot Noir,48
98684,4,California,Cabernet Sauvignon,110
98686,3,Washington,Syrah,35
98689,2,Tuscany,Sangiovese,21
98691,2,Washington,Viognier,18
98692,4,Washington,Red Blend,32
98693,2,NorthernSpain,Sauvignon Blanc-Verdejo,15
98698,2,NorthernSpain,Tempranillo,15
98700,2,California,Zinfandel,32
98701,2,California,Cabernet Sauvignon,15
98704,2,California,Pinot Noir,35
98707,2,California,Pinot Noir,21
98708,3,California,Pinot Noir,35
98711,3,California,Cabernet Sauvignon,12
98712,2,California,Sangiovese,19
98714,4,Bordeaux,Bordeaux-style Red Blend,135
98717,3,California,Chardonnay,55
98719,1,California,Red Blend,40
98722,1,California,Moscato,24
98723,1,California,Merlot,25
98724,4,California,Zinfandel,32
98729,4,Tuscany,Sangiovese Grosso,165
98731,4,California,Cabernet Sauvignon,75
98732,2,California,Zinfandel,24
98733,4,Tuscany,Cabernet Sauvignon,70
98734,3,California,Cabernet Blend,50
98737,2,Tuscany,Red Blend,20
98744,4,Washington,Red Blend,55
98747,2,California,Bordeaux-style Red Blend,24
98751,4,Tuscany,Sangiovese Grosso,45
98760,2,NorthernSpain,Tempranillo,17
98763,1,California,Petite Verdot,30
98765,3,California,Rhône-style Red Blend,18
98766,3,Tuscany,Red Blend,70
98767,4,Washington,Red Blend,28
98768,2,California,Chenin Blanc-Viognier,14
98770,2,NorthernSpain,Tempranillo Blend,50
98773,3,California,Syrah,42
98778,4,California,Sauvignon Blanc,30
98779,1,NorthernSpain,Tempranillo,12
98780,3,Washington,Cabernet Sauvignon,35
98781,2,California,Syrah,16
98782,3,California,Red Blend,17
98784,2,California,Sauvignon Blanc,11
98786,2,Washington,Riesling,11
98788,3,California,Chardonnay,36
98789,2,California,Syrah,20
98791,3,NorthernSpain,Tempranillo,25
98794,3,Tuscany,Vermentino,35
98795,3,NorthernSpain,Mencía,11
98796,4,Washington,Cabernet Sauvignon,85
98798,3,California,Cabernet Franc,24
98801,3,California,Cabernet Franc,40
98808,4,California,Chardonnay,38
98809,4,California,Zinfandel,24
98810,2,California,Zinfandel,34
98814,1,California,Merlot,8
98815,2,California,Cabernet Sauvignon,45
98819,4,Tuscany,Cabernet Sauvignon,130
98821,4,California,Pinot Noir,58
98823,1,Washington,Sangiovese,29
98826,1,California,Rosé,10
98827,4,Washington,Riesling,15
98828,2,NorthernSpain,Tempranillo,18
98829,2,California,Sauvignon Blanc,14
98830,2,California,Merlot,50
98832,2,California,Gewürztraminer,12
98834,3,California,Pinot Noir,40
98839,4,California,Red Blend,90
98846,2,California,Riesling,20
98847,2,Tuscany,Red Blend,18
98851,2,California,Syrah,32
98854,3,California,Cabernet Sauvignon,155
98855,5,California,Cabernet Sauvignon,100
98860,3,California,Chardonnay,24
98868,3,Washington,Cabernet Sauvignon,40
98869,4,California,Bordeaux-style Red Blend,60
98871,3,California,Zinfandel,40
98872,3,Tuscany,Sangiovese,68
98874,4,California,Chardonnay,30
98876,1,California,Zinfandel,19
98881,3,Washington,Bordeaux-style Red Blend,45
98885,2,California,Chardonnay,30
98887,1,California,Red Blend,10
98889,3,California,Chardonnay,38
98893,4,California,Zinfandel,36
98895,2,California,Cabernet Sauvignon,62
98898,1,California,Zinfandel,38
98900,3,California,Zinfandel,19
98901,2,California,Pinot Gris,30
98902,2,California,Red Blend,16
98906,3,Tuscany,Red Blend,25
98907,2,NorthernSpain,Verdejo,20
98912,4,California,Cabernet Franc,20
98914,4,California,Chardonnay,48
98918,2,Bordeaux,Bordeaux-style Red Blend,8
98922,1,California,Zinfandel,16
98925,3,California,Pinot Noir,42
98926,2,California,Chardonnay,20
98928,3,Tuscany,Sangiovese Grosso,70
98936,3,Washington,Red Blend,39
98939,4,California,Pinot Noir,38
98943,2,California,White Blend,17
98944,2,California,Pinot Noir,25
98945,2,California,Albariño,24
98947,2,Washington,Cabernet Franc,25
98950,1,Bordeaux,Bordeaux-style Red Blend,25
98953,3,California,Zinfandel,28
98956,3,Tuscany,Sangiovese,63
98957,4,California,Cabernet Sauvignon,85
98958,4,California,Syrah,28
98959,3,Washington,Cabernet Sauvignon,21
98963,2,California,Marsanne-Roussanne,30
98966,4,California,Pinot Noir,55
98967,3,California,Champagne Blend,27
98970,2,California,Syrah,28
98971,3,Bordeaux,Bordeaux-style White Blend,15
98972,2,California,Cabernet Sauvignon,18
98974,3,California,Red Blend,20
98977,2,California,Mourvèdre,35
98981,2,California,Chardonnay,35
98982,3,NorthernSpain,Tinta de Toro,80
98983,2,California,Cabernet Sauvignon,40
98984,3,California,Chardonnay,20
98985,3,California,Pinot Noir,36
98986,2,California,Chardonnay,28
98989,2,California,Pinot Gris,18
98991,3,California,Chardonnay,26
98992,3,California,Champagne Blend,23
98994,3,California,Pinot Noir,36
98995,3,California,Bordeaux-style Red Blend,80
98998,3,California,White Blend,35
99000,4,California,Bordeaux-style Red Blend,58
99001,4,California,Pinot Noir,45
99002,2,California,Cabernet Sauvignon,48
99003,1,California,Pinot Noir,20
99005,3,California,Pinot Noir,25
99010,3,Bordeaux,Bordeaux-style Red Blend,32
99011,4,California,Pinot Noir,55
99012,2,California,Viognier,38
99014,4,NorthernSpain,Tinta de Toro,60
99015,2,California,Merlot,19
99016,1,California,Red Blend,12
99028,2,California,Shiraz,11
99030,4,California,Cabernet Sauvignon,135
99031,3,California,Cabernet Franc,35
99035,3,Washington,Syrah,40
99036,4,California,Viognier,35
99039,3,California,Petit Verdot,30
99040,1,California,Chardonnay,24
99041,3,NorthernSpain,Tempranillo Blend,120
99042,2,Tuscany,Red Blend,28
99044,1,California,Red Blend,15
99049,2,California,Cabernet Sauvignon,20
99053,2,California,Zinfandel,19
99054,2,California,Cabernet Sauvignon,18
99055,3,California,Sparkling Blend,40
99056,4,California,Pinot Noir,38
99057,2,California,Cabernet Sauvignon,18
99059,2,California,Pinot Noir,30
99060,3,California,Cabernet Sauvignon,45
99065,4,California,G-S-M,28
99069,3,California,Cabernet Sauvignon,15
99070,3,California,Pinot Noir,70
99075,2,California,Carignane,22
99080,2,Tuscany,Red Blend,15
99082,2,California,Chardonnay,55
99083,2,California,Sauvignon Blanc,25
99084,4,California,Red Blend,75
99086,3,Washington,Syrah,39
99090,4,California,Red Blend,72
99092,3,Washington,Red Blend,20
99095,2,California,Petite Sirah,34
99098,4,California,Sémillon,45
99101,4,Tuscany,Merlot,50
99102,2,Bordeaux,Bordeaux-style Red Blend,25
99104,3,California,Cabernet Sauvignon,22
99106,3,Bordeaux,Bordeaux-style Red Blend,17
99111,4,California,Pinot Noir,82
99118,2,California,Pinot Noir,24
99122,2,Tuscany,Sangiovese,15
99123,3,Washington,Chardonnay,18
99124,2,Washington,Riesling,8
99125,2,California,Pinot Noir,21
99129,2,California,Cabernet Sauvignon,20
99130,3,California,Cabernet Sauvignon,24
99132,1,California,White Blend,13
99135,3,California,Zinfandel,28
99136,2,NorthernSpain,Macabeo-Chardonnay,12
99137,3,California,Gewürztraminer,16
99139,3,Bordeaux,Bordeaux-style White Blend,34
99140,2,California,Bordeaux-style Red Blend,45
99141,2,NorthernSpain,Tempranillo,19
99143,3,California,Chardonnay,30
99147,2,California,Merlot,45
99149,2,California,Chardonnay,45
99151,4,California,Pinot Noir,70
99153,3,California,Chardonnay,55
99155,1,California,Muscat,10
99158,1,California,Cabernet Sauvignon,36
99159,2,NorthernSpain,Tempranillo,16
99160,2,Washington,Merlot,18
99162,3,California,Petite Sirah,22
99163,3,California,Cabernet Sauvignon,60
99164,2,California,Chardonnay,25
99166,3,California,Zinfandel,40
99169,3,Tuscany,White Blend,30
99171,3,California,Cabernet Sauvignon,100
99172,3,California,Pinot Noir,38
99177,2,California,Zinfandel,24
99179,1,California,Petite Sirah,25
99180,3,California,Chardonnay,60
99184,2,California,Chardonnay,30
99185,4,California,Chardonnay,39
99187,2,California,Syrah,12
99188,2,Washington,Rosé,17
99190,1,California,Pinot Grigio,10
99191,4,Washington,Cabernet Sauvignon,35
99196,4,California,Pinot Noir,65
99197,2,Washington,Merlot,9
99202,4,NorthernSpain,Tempranillo,60
99207,2,Bordeaux,Bordeaux-style White Blend,12
99212,2,California,Chardonnay,7
99213,2,California,Red Blend,19
99216,1,California,Sauvignon Blanc,20
99218,3,California,Chardonnay,30
99219,2,Tuscany,Red Blend,11
99221,2,California,Rosé,15
99224,4,Tuscany,Sangiovese,40
99225,2,California,Cabernet Franc,33
99226,3,California,Pinot Noir,48
99233,4,Washington,Red Blend,35
99236,1,California,Cabernet Sauvignon,18
99239,2,California,Cabernet Sauvignon-Merlot,18
99240,2,California,Pinot Noir,18
99242,3,Washington,Riesling,19
99245,2,California,Chardonnay,38
99252,3,Washington,Bordeaux-style Red Blend,50
99255,2,NorthernSpain,Tempranillo,103
99258,3,California,Cabernet Sauvignon,50
99259,5,California,Cabernet Sauvignon,130
99261,4,California,Syrah,38
99270,5,California,Pinot Noir,78
99272,2,Washington,Sauvignon Blanc,20
99273,4,California,Cabernet Sauvignon,100
99277,3,NorthernSpain,Godello,19
99279,4,California,Red Blend,65
99283,3,Washington,Malbec,30
99285,4,California,Chardonnay,45
99286,2,NorthernSpain,White Blend,12
99288,4,California,Chardonnay,60
99289,2,California,Pinot Grigio,12
99290,2,California,Cabernet Sauvignon,50
99293,3,Washington,Cabernet Franc,30
99299,1,Washington,Merlot,19
99300,3,California,Cabernet Franc,48
99302,2,California,Chardonnay,48
99303,3,California,Zinfandel,24
99304,3,Tuscany,Sangiovese Grosso,42
99307,3,California,Tempranillo,28
99308,4,Washington,Merlot,32
99310,2,California,Rosé,16
99314,2,California,Chardonnay,18
99315,3,California,Pinot Noir,38
99316,2,NorthernSpain,Garnacha,8
99317,3,California,Cabernet Sauvignon,22
99318,4,California,Cabernet Sauvignon,60
99321,2,Washington,Syrah,20
99325,3,California,Pinot Noir,60
99326,4,Tuscany,Sangiovese Grosso,55
99327,2,California,Zinfandel,18
99331,2,California,Cabernet Sauvignon,10
99332,3,California,Merlot,16
99333,2,California,Chardonnay,10
99336,2,California,Sauvignon Blanc,10
99338,2,California,Pinot Grigio,21
99339,2,Tuscany,Red Blend,20
99341,3,California,Syrah,55
99343,4,California,Chardonnay,37
99347,3,Bordeaux,Bordeaux-style Red Blend,32
99349,1,NorthernSpain,Tempranillo-Merlot,17
99350,4,Bordeaux,Bordeaux-style White Blend,135
99351,4,California,Cabernet Sauvignon,120
99352,2,California,Merlot,15
99355,3,California,Chardonnay,40
99357,4,California,Cabernet Sauvignon,90
99359,2,California,Sangiovese,16
99372,4,Bordeaux,Bordeaux-style Red Blend,210
99373,4,Washington,Red Blend,45
99374,2,NorthernSpain,Red Blend,15
99378,4,Washington,Red Blend,33
99379,1,California,Pinot Grigio,11
99380,3,California,Syrah,24
99384,2,California,Viognier,18
99387,2,California,Red Blend,35
99388,3,Tuscany,Sangiovese,30
99395,2,California,Grenache,35
99398,3,California,Rhône-style Red Blend,22
99399,3,Washington,Merlot,25
99405,2,Bordeaux,Bordeaux-style Red Blend,45
99408,2,California,Chardonnay,15
99412,2,California,Zinfandel,25
99416,2,California,Syrah,35
99417,1,California,Chardonnay,11
99419,4,California,Chardonnay,50
99423,2,California,Syrah,14
99426,4,California,Chardonnay,26
99432,3,Tuscany,Sangiovese,90
99435,3,Tuscany,Sangiovese Grosso,43
99439,3,Tuscany,Sangiovese Grosso,90
99442,4,California,Pinot Noir,40
99443,2,Tuscany,Vernaccia,15
99445,2,Tuscany,Red Blend,11
99447,2,Washington,Syrah,23
99448,4,California,Pinot Noir,50
99451,4,Washington,Syrah,32
99455,3,California,Pinot Noir,35
99458,2,California,Rosé,14
99459,2,California,Sauvignon Blanc,17
99461,3,California,Pinot Noir,54
99462,3,California,Petite Sirah,35
99463,2,Bordeaux,Bordeaux-style Red Blend,30
99465,4,Bordeaux,Bordeaux-style White Blend,75
99466,2,California,Pinot Grigio,25
99471,3,California,Pinot Noir,42
99476,2,Bordeaux,Bordeaux-style Red Blend,24
99477,4,California,Grenache,34
99483,2,Bordeaux,Bordeaux-style Red Blend,18
99488,2,California,Riesling,12
99489,2,California,Sauvignon Blanc,29
99491,3,Washington,Bordeaux-style White Blend,20
99497,2,California,Malbec,32
99499,3,Bordeaux,Bordeaux-style Red Blend,16
99503,1,California,Syrah,32
99506,3,California,Chardonnay,45
99507,4,California,Cabernet Sauvignon,135
99511,3,California,Pinot Noir,21
99512,4,California,Chardonnay,45
99515,2,California,Syrah,38
99516,2,Washington,Syrah,9
99518,2,Tuscany,Red Blend,18
99521,2,Bordeaux,Bordeaux-style Red Blend,18
99524,2,Washington,Viognier,18
99526,2,California,Pinot Noir,36
99531,3,Washington,Sauvignon Blanc,20
99533,2,California,Bordeaux-style Red Blend,38
99534,4,California,Chardonnay,45
99541,2,California,Rhône-style Red Blend,40
99543,4,Bordeaux,Bordeaux-style Red Blend,33
99545,4,NorthernSpain,Tempranillo Blend,37
99546,3,Tuscany,Red Blend,29
99548,3,California,Cabernet Sauvignon,12
99551,4,Tuscany,Red Blend,180
99552,2,California,Zinfandel,25
99555,3,Washington,Cabernet Sauvignon,20
99556,4,NorthernSpain,Tempranillo,170
99558,2,NorthernSpain,Tempranillo,15
99559,2,Tuscany,Sangiovese,14
99560,4,California,Pinot Noir,70
99562,3,California,Cabernet Sauvignon,35
99563,3,California,Pinot Noir,13
99564,4,California,Chardonnay,30
99569,3,Tuscany,Sangiovese,30
99572,2,California,Red Blend,12
99573,3,NorthernSpain,Tempranillo Blend,42
99576,3,California,Cabernet Sauvignon,25
99578,3,Washington,Red Blend,28
99579,2,California,Sémillon,30
99580,3,Washington,Cabernet Franc,40
99581,3,NorthernSpain,Verdejo,14
99583,4,California,Pinot Noir,65
99584,1,California,Red Blend,30
99586,2,California,Syrah,45
99599,3,Washington,Red Blend,55
99604,5,Tuscany,Merlot,100
99605,4,California,Zinfandel,30
99609,3,California,Claret,22
99611,2,Tuscany,Red Blend,16
99612,4,California,Cabernet Sauvignon,95
99614,3,California,Petite Verdot,48
99619,4,Tuscany,Merlot,120
99620,3,California,Zinfandel,33
99621,4,California,Sparkling Blend,50
99622,3,California,Cabernet Sauvignon,125
99628,3,California,Pinot Noir,30
99631,2,Washington,Aligoté,13
99632,4,California,Cabernet Sauvignon,80
99633,2,California,Zinfandel,35
99635,4,Tuscany,Red Blend,75
99637,3,California,Primitivo,30
99639,2,Washington,Cabernet Blend,15
99640,3,Washington,Syrah,39
99642,2,California,Grenache,30
99643,4,California,Pinot Noir,65
99644,5,California,Cabernet Sauvignon,120
99645,4,California,Bordeaux-style Red Blend,56
99646,2,Bordeaux,Bordeaux-style White Blend,8
99647,3,California,Syrah,39
99648,3,Washington,Red Blend,28
99652,3,California,Chardonnay,18
99658,2,Tuscany,Sangiovese,16
99660,3,NorthernSpain,Tempranillo Blend,68
99662,3,California,Pinot Noir,27
99663,4,California,Pinot Noir,42
99666,2,California,Pinot Noir,20
99667,3,Washington,Cabernet Sauvignon,31
99669,1,NorthernSpain,Garnacha,12
99670,3,California,Pinot Noir,47
99672,2,California,Sauvignon Blanc,13
99673,4,California,Syrah,40
99675,2,California,Barbera,30
99676,3,California,Pinot Noir,22
99677,4,California,Cabernet Sauvignon,55
99682,1,Bordeaux,Sauvignon Blanc,10
99693,2,NorthernSpain,Tempranillo,20
99694,4,California,Cabernet Sauvignon,86
99695,3,California,Pinot Noir,38
99698,3,California,Sauvignon Blanc,28
99701,3,Tuscany,Sangiovese,29
99702,3,California,Bordeaux-style Red Blend,62
99703,3,California,Cabernet Sauvignon,18
99704,3,Tuscany,Sangiovese,24
99705,1,California,Petite Sirah,17
99706,3,California,Zinfandel,29
99708,3,California,Chardonnay,25
99715,3,Washington,Grenache,28
99718,3,California,Roussanne,25
99719,3,California,Sauvignon Blanc,20
99722,3,California,Pinot Noir,32
99724,3,California,Cabernet Sauvignon,40
99725,3,California,Pinot Noir,56
99728,2,California,Zinfandel,22
99729,4,California,Pinot Noir,55
99730,1,California,Zinfandel,16
99731,3,Bordeaux,Bordeaux-style Red Blend,35
99732,3,California,Merlot-Cabernet Sauvignon,96
99733,4,California,Tempranillo,40
99737,3,Washington,Red Blend,40
99740,4,Tuscany,Red Blend,104
99746,2,California,Petite Sirah,10
99750,2,California,Sauvignon Blanc,20
99752,2,California,Cabernet Sauvignon,40
99754,2,California,Sangiovese,21
99757,2,NorthernSpain,Tempranillo Blend,21
99758,2,California,Syrah,20
99759,3,California,Chardonnay,59
99763,3,California,Cabernet Sauvignon,35
99764,1,California,Zinfandel,24
99766,2,California,Cabernet Sauvignon,11
99767,3,California,Cabernet Franc,35
99769,3,California,Chardonnay,25
99775,3,California,Pinot Noir,55
99776,1,California,Chardonnay,15
99777,3,California,Pinot Noir,45
99779,3,Tuscany,Syrah,15
99781,2,California,Chardonnay,35
99782,3,California,Zinfandel,68
99783,1,Washington,Cabernet Sauvignon,25
99784,2,California,Cabernet Franc,35
99790,3,Tuscany,Sangiovese,65
99792,3,California,Chenin Blanc,20
99794,2,California,Sauvignon Blanc,16
99799,3,California,Chardonnay,20
99800,4,California,Pinot Noir,54
99801,2,California,White Blend,16
99803,3,NorthernSpain,Tempranillo Blend,36
99804,2,NorthernSpain,White Blend,18
99810,3,California,Chardonnay,50
99815,2,NorthernSpain,Tinto Fino,15
99816,4,Tuscany,Sangiovese,80
99818,2,California,Chardonnay,22
99823,3,California,Pinot Noir,35
99829,3,California,Cabernet Sauvignon,45
99830,4,California,Cabernet Sauvignon,230
99831,1,California,Viognier,20
99832,2,California,Cabernet Sauvignon,75
99837,3,California,Red Blend,39
99838,2,Washington,Cabernet Sauvignon,24
99844,2,California,Chardonnay,28
99846,1,California,Zinfandel,23
99847,3,Washington,Meritage,55
99849,3,Washington,Bordeaux-style Red Blend,35
99852,2,NorthernSpain,Prieto Picudo,80
99858,4,Tuscany,Red Blend,69
99862,2,California,Red Blend,12
99865,3,Tuscany,Red Blend,52
99867,2,NorthernSpain,Tinto del Pais,14
99873,2,Tuscany,Red Blend,58
99876,3,California,Tempranillo,22
99882,2,California,Sauvignon Blanc,14
99883,4,Washington,Malbec,34
99886,2,California,Chardonnay,19
99887,4,California,Chardonnay,40
99888,4,California,Syrah-Tempranillo,45
99892,3,California,Chardonnay,30
99893,3,California,Sparkling Blend,45
99898,2,California,Sauvignon Blanc,20
99902,2,California,Malbec,42
99904,2,Washington,Cabernet Franc,30
99908,3,California,Rhône-style Red Blend,105
99910,3,Washington,Merlot,10
99913,1,California,Red Blend,39
99915,1,California,Merlot,20
99916,2,California,Petite Sirah,55
99922,2,California,Zinfandel,12
99923,2,California,White Blend,28
99927,2,California,Chardonnay,50
99928,3,California,Pinot Noir,45
99929,2,California,Zinfandel,10
99930,2,Washington,Chardonnay,12
99932,3,NorthernSpain,White Blend,16
99936,3,California,Cabernet Sauvignon,32
99937,2,California,Pinot Noir,35
99938,3,California,Cabernet Sauvignon,50
99942,3,Bordeaux,Bordeaux-style Red Blend,20
99943,3,California,Pinot Noir,45
99944,3,California,Chardonnay,29
99945,2,California,Merlot,28
99946,3,California,Pinot Noir,45
99949,2,California,Sauvignon Blanc,11
99952,4,California,Zinfandel,60
99954,3,Washington,Cabernet Sauvignon,18
99955,3,California,Zinfandel,34
99956,3,California,Chardonnay,16
99957,2,Washington,Gewürztraminer,9
99958,2,California,Cabernet Sauvignon,26
99960,2,California,Pinot Noir,31
99962,4,California,Chardonnay,45
99963,3,California,Pinot Noir,35
99965,2,California,Chardonnay,14
99967,2,California,Red Blend,25
99968,4,Bordeaux,Bordeaux-style Red Blend,17
99971,3,California,Sauvignon Blanc,24
99972,3,California,Chardonnay,29
99975,2,California,Pinot Noir,50
99976,2,California,Merlot,11
99981,3,California,Chardonnay,32
99982,2,California,Riesling,16
99983,3,California,Pinot Noir,54
99986,2,California,Pinot Grigio,10
99987,2,California,Sparkling Blend,30
99990,4,California,Cabernet Sauvignon,75
99991,2,California,Cabernet Sauvignon,75
99996,4,California,Cabernet Sauvignon,45
99998,2,Washington,Merlot,36
100000,3,California,Pinot Noir,42
100001,2,California,Pinot Noir,40
100003,2,Washington,Chardonnay,15
100004,2,Tuscany,Sangiovese,70
100005,2,California,Zinfandel,30
100006,4,Bordeaux,Bordeaux-style White Blend,49
100007,4,California,Cabernet Sauvignon,59
100008,3,California,Sangiovese,23
100010,4,Washington,Merlot,36
100013,3,California,Viognier,30
100015,2,California,Chardonnay,7
100016,4,California,Bordeaux-style Red Blend,65
100018,3,Washington,Red Blend,30
100019,4,California,Cabernet Sauvignon,140
100022,3,Washington,Riesling,13
100024,1,Washington,Red Blend,35
100026,2,California,Zinfandel,24
100027,2,Washington,Cabernet Sauvignon,19
100028,4,Bordeaux,Bordeaux-style Red Blend,115
100029,3,California,Cabernet Sauvignon,40
100030,4,California,Cabernet Sauvignon,90
100031,4,California,Pinot Noir,45
100034,3,California,Chardonnay,55
100037,3,Washington,Riesling,9
100038,2,California,White Blend,15
100039,1,California,Red Blend,14
100040,2,California,Cabernet Sauvignon,15
100043,3,California,Sauvignon Blanc,26
100045,4,California,Pinot Noir,62
100048,2,California,Chardonnay,30
100052,1,California,Chardonnay,22
100053,4,California,Pinot Noir,54
100055,1,California,Zinfandel,18
100056,1,NorthernSpain,Tempranillo Blend,20
100057,4,California,Pinot Noir,44
100058,2,Bordeaux,Bordeaux-style Red Blend,9
100059,3,California,Pinot Noir,78
100060,3,NorthernSpain,Tempranillo,24
100061,2,California,Red Blend,28
100063,3,California,Cabernet Sauvignon,120
100064,2,NorthernSpain,Tempranillo,12
100066,3,Washington,Chardonnay,20
100070,3,California,Rosé,15
100072,2,California,Sauvignon Blanc,20
100074,2,California,Syrah,55
100075,3,California,Merlot,24
100077,3,California,Chardonnay,15
100081,2,California,Sauvignon Blanc,22
100082,3,Washington,Red Blend,28
100083,2,California,Viognier,16
100084,3,California,Cabernet Sauvignon,40
100087,3,California,Zinfandel,34
100088,3,Washington,Gewürztraminer,22
100090,2,California,Cabernet Sauvignon,60
100094,2,California,Cabernet Sauvignon,65
100099,1,California,Sangiovese,29
100103,4,Washington,Cabernet Sauvignon,45
100105,2,California,Viognier,42
100109,1,California,Red Blend,40
100110,4,California,Pinot Noir,52
100112,3,Washington,Cabernet Sauvignon,60
100113,2,California,Merlot,10
100115,3,California,Merlot,18
100116,3,Tuscany,Sangiovese Grosso,40
100120,3,California,Cabernet Sauvignon,90
100121,3,California,Cabernet Sauvignon,50
100122,3,California,Chardonnay,17
100123,1,California,Red Blend,17
100125,4,California,Pinot Noir,60
100126,3,Tuscany,Red Blend,25
100130,2,California,White Blend,17
100135,2,California,Syrah,28
100138,3,California,Pinot Noir,65
100139,3,California,Mourvèdre,19
100141,4,Tuscany,Sangiovese Grosso,75
100142,3,California,Chardonnay,23
100144,4,Tuscany,Red Blend,95
100146,4,Bordeaux,Bordeaux-style Red Blend,32
100147,2,Bordeaux,Bordeaux-style White Blend,13
100150,3,California,Syrah,50
100155,2,California,Zinfandel,33
100157,1,California,Chardonnay,20
100160,3,California,Chardonnay,35
100163,2,California,Bordeaux-style Red Blend,45
100167,3,California,Pinot Noir,75
100169,4,California,Chardonnay,30
100175,3,California,Pinot Grigio,19
100176,5,Tuscany,Red Blend,102
100179,2,California,Pinot Noir,24
100181,2,California,Cabernet Sauvignon,11
100182,2,California,Pinot Noir,12
100190,2,California,Zinfandel,11
100192,4,California,Pinot Noir,48
100194,2,California,Rhône-style White Blend,25
100195,4,Washington,Viognier,20
100199,3,Tuscany,Sangiovese,45
100200,2,California,Tempranillo,40
100204,2,California,Red Blend,34
100211,3,Tuscany,Red Blend,32
100213,1,California,Syrah,65
100215,3,California,Pinot Noir,25
100216,3,California,Cabernet Sauvignon,38
100217,2,California,Pinot Noir,24
100221,2,California,Sauvignon Blanc,18
100222,3,Washington,Syrah,35
100228,3,Washington,Cabernet Sauvignon,34
100231,2,NorthernSpain,Tempranillo,13
100232,2,California,Cabernet Sauvignon,75
100236,3,California,Cabernet Sauvignon,86
100238,2,California,Cabernet Sauvignon,60
100239,4,California,Pinot Noir,35
100240,3,California,Chardonnay,35
100247,1,California,Cabernet Sauvignon,38
100249,4,California,Cabernet Sauvignon,225
100253,3,Washington,Cinsault,27
100254,4,Washington,Red Blend,60
100256,3,Tuscany,Sangiovese,24
100259,2,California,Chardonnay,35
100263,3,California,Cinsault,25
100270,1,California,Pinotage,32
100271,3,California,Cabernet Sauvignon,40
100272,5,California,Pinot Noir,100
100274,1,Washington,Shiraz,10
100278,2,California,Sauvignon Blanc,20
100282,3,California,Chardonnay,18
